"X","Y","DateTime","ID"
1088660.83794933,-2102928.53073138,2012-12-06 03:06:00,"MET.K1"
1087461.75214757,-2103242.95379182,2012-12-06 07:05:00,"MET.K1"
1085260.22968318,-2104618.60002989,2012-12-06 15:07:00,"MET.K1"
1085079.60719913,-2106452.78529837,2012-12-06 21:12:00,"MET.K1"
1084648.27482814,-2106580.35132359,2012-12-07 01:11:00,"MET.K1"
1086925.67837082,-2106541.21282907,2012-12-07 05:11:00,"MET.K1"
1086465.6307149,-2108275.40929167,2012-12-07 09:12:00,"MET.K1"
1086432.06415062,-2108099.80186778,2012-12-07 13:12:00,"MET.K1"
1086079.22720381,-2108621.14580195,2012-12-07 17:11:00,"MET.K1"
1085337.53935047,-2106524.30330887,2012-12-07 21:11:00,"MET.K1"
1087015.44542421,-2105944.8246567,2012-12-08 01:13:00,"MET.K1"
1087121.46913683,-2106037.12454024,2012-12-08 05:11:00,"MET.K1"
1088011.35122772,-2106993.67569412,2012-12-08 09:11:00,"MET.K1"
1088443.23006291,-2106617.16216271,2012-12-08 13:12:00,"MET.K1"
1087707.40858544,-2105805.55773832,2012-12-08 17:11:00,"MET.K1"
1087735.5187955,-2105419.55634268,2012-12-08 21:11:00,"MET.K1"
1087549.1778413,-2105124.59022034,2012-12-09 01:11:00,"MET.K1"
1087590.1080962,-2105034.72363134,2012-12-09 05:14:00,"MET.K1"
1086267.73069566,-2107110.70619815,2012-12-09 09:13:00,"MET.K1"
1087917.93476531,-2107204.16871106,2012-12-09 13:14:00,"MET.K1"
1087676.43648044,-2104447.1164451,2012-12-09 17:13:00,"MET.K1"
1087396.38099037,-2102868.44710391,2012-12-09 21:13:00,"MET.K1"
1087093.08358767,-2103192.37201738,2012-12-10 01:13:00,"MET.K1"
1085736.66383319,-2105408.51967638,2012-12-10 09:14:00,"MET.K1"
1084902.03993291,-2106582.80566824,2012-12-10 13:14:00,"MET.K1"
1084153.98968196,-2106993.86977056,2012-12-10 17:13:00,"MET.K1"
1086955.96880342,-2106519.93779801,2012-12-10 21:13:00,"MET.K1"
1087677.8498891,-2106403.85960749,2012-12-11 01:13:00,"MET.K1"
1087665.69680304,-2106486.85614772,2012-12-11 05:14:00,"MET.K1"
1088373.16307675,-2107324.24876945,2012-12-11 13:14:00,"MET.K1"
1090159.35682088,-2108196.05881448,2012-12-11 17:13:00,"MET.K1"
1090103.22053881,-2108165.36160964,2012-12-11 21:13:00,"MET.K1"
1089209.91255385,-2105625.3630383,2012-12-12 01:13:00,"MET.K1"
1089062.78523266,-2105528.40697556,2012-12-12 05:13:00,"MET.K1"
1088072.82934597,-2106623.18524032,2012-12-12 09:13:00,"MET.K1"
1087919.32234335,-2105227.49269886,2012-12-12 13:14:00,"MET.K1"
1087657.59998828,-2106141.95316607,2012-12-12 17:13:00,"MET.K1"
1086409.95340942,-2105792.24035268,2012-12-12 21:13:00,"MET.K1"
1085601.36670791,-2105372.00363375,2012-12-13 01:13:00,"MET.K1"
1085922.40723698,-2105154.24720392,2012-12-13 05:14:00,"MET.K1"
1088545.16535827,-2106604.83640075,2012-12-13 09:14:00,"MET.K1"
1090052.56443215,-2105937.91101275,2012-12-13 13:13:00,"MET.K1"
1090452.61049777,-2105500.37296773,2012-12-13 17:13:00,"MET.K1"
1090404.12149262,-2105860.16624844,2012-12-13 21:13:00,"MET.K1"
1090028.55554513,-2105828.18962718,2012-12-14 01:13:00,"MET.K1"
1090043.87618653,-2105845.35458801,2012-12-14 05:13:00,"MET.K1"
1090590.90260978,-2105973.96518961,2012-12-14 13:14:00,"MET.K1"
1090845.10477649,-2105466.18695095,2012-12-14 17:14:00,"MET.K1"
1090250.45845264,-2105935.32032395,2012-12-14 21:13:00,"MET.K1"
1093068.44249058,-2106203.21247286,2012-12-15 01:13:00,"MET.K1"
1093118.98979344,-2106210.39011986,2012-12-15 05:14:00,"MET.K1"
1096353.5832007,-2111801.58125469,2012-12-15 13:13:00,"MET.K1"
1096632.04640009,-2111922.87840423,2012-12-15 17:13:00,"MET.K1"
1098535.08840465,-2113738.02237753,2012-12-15 21:13:00,"MET.K1"
1097006.09108836,-2114353.4383973,2012-12-16 09:13:00,"MET.K1"
1097538.75471964,-2113742.42978152,2012-12-16 13:13:00,"MET.K1"
1096982.45251862,-2113776.68680634,2012-12-16 17:13:00,"MET.K1"
1096777.36532257,-2112596.95867922,2012-12-16 21:13:00,"MET.K1"
1096786.59523073,-2112933.06213834,2012-12-17 01:13:00,"MET.K1"
1096870.35672354,-2112959.12068896,2012-12-17 05:13:00,"MET.K1"
1096633.70102079,-2112100.84121588,2012-12-17 09:13:00,"MET.K1"
1096916.58413473,-2111954.31009903,2012-12-17 17:14:00,"MET.K1"
