"X","Y","DateTime","ID","dry_recurse$revisits","revisits"
1115989.66984396,-2100514.5216875,2014-06-14 19:18:00,"MET.K3",26,26
1119037.11574479,-2099445.98996957,2014-06-16 20:41:00,"MET.K3",54,54
1118998.40139984,-2100078.72841012,2014-06-16 21:40:00,"MET.K3",39,39
1117823.74190758,-2103458.14690294,2014-06-18 02:07:00,"MET.K3",21,21
1116076.58088141,-2100500.71873025,2014-06-19 17:33:00,"MET.K3",25,25
1115825.99924486,-2100342.25651166,2014-06-20 18:57:00,"MET.K3",29,29
1115850.87389969,-2100283.76008709,2014-06-21 23:22:00,"MET.K3",29,29
1115513.07867694,-2100520.97488388,2014-06-22 17:22:00,"MET.K3",24,24
1116173.17141805,-2100620.71027829,2014-06-24 12:54:00,"MET.K3",23,23
1116172.18603768,-2100118.29909421,2014-06-24 13:54:00,"MET.K3",26,26
1116273.48794724,-2100149.46461855,2014-06-25 17:53:00,"MET.K3",25,25
1115885.73756231,-2100349.79749333,2014-06-26 16:41:00,"MET.K3",26,26
1113408.27327368,-2084467.05006983,2014-06-28 19:40:00,"MET.K3",51,51
1113524.91895747,-2084949.11542482,2014-06-28 20:39:00,"MET.K3",36,36
1119458.05498826,-2099628.71394878,2014-07-03 20:58:00,"MET.K3",39,39
1118966.96792059,-2100227.84601887,2014-07-03 21:58:00,"MET.K3",22,22
1116019.80528585,-2099977.92228954,2014-07-05 14:58:00,"MET.K3",26,26
1123442.36006288,-2112430.54799604,2014-07-08 17:23:00,"MET.K3",24,24
1123427.30739304,-2112354.02397084,2014-07-15 18:29:00,"MET.K3",23,23
1123272.79590203,-2112333.97786344,2014-07-15 19:28:00,"MET.K3",24,24
1123413.93103539,-2112175.58310695,2014-07-15 20:28:00,"MET.K3",22,22
1118809.78474836,-2101132.86675513,2014-07-16 20:28:00,"MET.K3",24,24
1116070.76885119,-2100250.26430144,2014-07-16 21:27:00,"MET.K3",27,27
1109146.48270635,-2105447.46376246,2014-07-17 20:28:00,"MET.K3",26,26
1108890.7962376,-2105070.20059528,2014-07-19 13:10:00,"MET.K3",27,27
1115440.70095319,-2100095.91792798,2014-07-19 23:10:00,"MET.K3",22,22
1119046.93987365,-2099362.89237719,2014-07-22 20:20:00,"MET.K3",50,50
1117433.50120809,-2065366.48530607,2014-07-27 18:53:00,"MET.K3",42,42
1117750.83928855,-2066096.09511903,2014-07-27 19:53:00,"MET.K3",100,100
1118104.49203715,-2066200.33657843,2014-07-27 20:53:00,"MET.K3",29,29
1117381.86227029,-2065107.13115825,2014-07-29 19:23:00,"MET.K3",37,37
1117494.83475078,-2066195.25361085,2014-07-29 20:23:00,"MET.K3",114,114
1117498.0729494,-2065987.74014031,2014-08-01 20:23:00,"MET.K3",114,114
1118125.19497869,-2065620.7863165,2014-08-01 21:23:00,"MET.K3",30,30
1116977.1597548,-2053352.57171731,2014-08-06 10:40:00,"MET.K3",36,36
1117676.93399536,-2053154.66712963,2014-08-06 11:40:00,"MET.K3",26,26
1117582.18013887,-2053131.20368397,2014-08-06 12:41:00,"MET.K3",29,29
1117322.74141271,-2053113.52287113,2014-08-06 13:41:00,"MET.K3",40,40
1117028.40610192,-2053244.8649364,2014-08-06 14:40:00,"MET.K3",39,39
1116959.44276613,-2053135.11630059,2014-08-06 15:40:00,"MET.K3",38,38
1117729.75242873,-2053271.31004724,2014-08-10 19:52:00,"MET.K3",26,26
1117124.7122196,-2053329.54778853,2014-08-10 20:51:00,"MET.K3",37,37
1116940.35488275,-2053342.11116708,2014-08-13 04:18:00,"MET.K3",36,36
1116838.71432468,-2053312.8671757,2014-08-13 05:18:00,"MET.K3",36,36
1116901.72277396,-2053333.44444688,2014-08-13 06:19:00,"MET.K3",36,36
1117862.15174495,-2053279.31360192,2014-08-13 07:18:00,"MET.K3",23,23
1117448.03915175,-2053176.90404454,2014-08-13 20:23:00,"MET.K3",32,32
1117663.38017007,-2053354.42809634,2014-08-13 22:40:00,"MET.K3",25,25
1117299.7734399,-2052621.54952819,2014-08-16 19:42:00,"MET.K3",24,24
1116775.28598135,-2053305.25158158,2014-08-16 20:42:00,"MET.K3",35,35
1116810.26473553,-2053317.50666716,2014-08-16 21:42:00,"MET.K3",35,35
1116825.94154495,-2052997.32665611,2014-08-16 22:42:00,"MET.K3",37,37
1117006.40819072,-2052995.7583398,2014-08-16 23:42:00,"MET.K3",39,39
1117333.99200449,-2052821.00366763,2014-08-17 00:42:00,"MET.K3",26,26
1117567.5046357,-2052765.54711986,2014-08-17 01:42:00,"MET.K3",27,27
1117690.8925681,-2052778.81730255,2014-08-17 03:43:00,"MET.K3",25,25
1117687.65925501,-2052769.44316679,2014-08-17 04:44:00,"MET.K3",24,24
1117604.25071992,-2052777.86077597,2014-08-17 05:43:00,"MET.K3",25,25
1117380.97958046,-2052844.77102185,2014-08-17 06:42:00,"MET.K3",27,27
1117700.21490264,-2053036.78445375,2014-08-17 07:42:00,"MET.K3",26,26
1117360.70851822,-2065484.60261308,2014-08-17 22:42:00,"MET.K3",48,48
1118230.76635151,-2066176.65695381,2014-08-17 23:42:00,"MET.K3",26,26
1116900.13655541,-2053327.83200227,2014-08-21 04:01:00,"MET.K3",36,36
1116827.99298734,-2053316.22687409,2014-08-21 05:01:00,"MET.K3",36,36
1116824.03965467,-2053329.07496607,2014-08-21 06:01:00,"MET.K3",36,36
1117183.88771734,-2052868.04302247,2014-08-23 18:01:00,"MET.K3",33,33
1116834.58106776,-2053331.26937724,2014-08-23 19:01:00,"MET.K3",36,36
1117174.84606188,-2053310.78235794,2014-08-23 20:01:00,"MET.K3",37,37
1117811.78730909,-2053196.11539491,2014-08-23 21:01:00,"MET.K3",25,25
1117691.18004821,-2053260.79065273,2014-08-24 22:01:00,"MET.K3",26,26
1117657.22330868,-2053217.05429916,2014-08-24 23:01:00,"MET.K3",25,25
1116809.84488823,-2053330.46810345,2014-08-25 00:01:00,"MET.K3",35,35
1116814.84563691,-2053339.89924389,2014-08-25 01:01:00,"MET.K3",37,37
1116831.7074378,-2053310.78614663,2014-08-27 21:57:00,"MET.K3",36,36
1116861.98430183,-2053304.35182048,2014-08-27 22:57:00,"MET.K3",37,37
1117141.45453162,-2053304.13906098,2014-08-27 23:58:00,"MET.K3",37,37
1117216.02475512,-2053295.43378292,2014-08-28 00:57:00,"MET.K3",37,37
1117676.21326223,-2053176.888263,2014-08-28 01:57:00,"MET.K3",26,26
1117574.57265591,-2053147.64033505,2014-08-28 17:41:00,"MET.K3",29,29
1117121.97848168,-2052977.25849557,2014-08-28 18:40:00,"MET.K3",41,41
1116821.85254786,-2053341.97915837,2014-08-28 19:40:00,"MET.K3",36,36
1118912.96603529,-2080384.27361333,2015-06-01 02:49:00,"MET.K3",74,74
1119639.23757759,-2080428.61882068,2015-06-01 19:15:00,"MET.K3",22,22
1119010.88170821,-2080200.26522441,2015-06-01 20:15:00,"MET.K3",78,78
1119044.00366057,-2080535.04608813,2015-06-01 21:15:00,"MET.K3",60,60
1114441.4394318,-2084677.00555108,2015-06-02 17:06:00,"MET.K3",22,22
1113535.67419946,-2084836.39470018,2015-06-02 18:06:00,"MET.K3",48,48
1111611.76641838,-2094199.1433219,2015-06-03 17:06:00,"MET.K3",21,21
1111075.37717553,-2094626.42160144,2015-06-03 18:06:00,"MET.K3",45,45
1110750.83275657,-2094675.09889673,2015-06-03 19:06:00,"MET.K3",50,50
1110832.06720671,-2095104.0914248,2015-06-03 20:06:00,"MET.K3",24,24
1111779.30555059,-2095600.4324508,2015-06-04 00:06:00,"MET.K3",22,22
1111899.72492942,-2095426.43738094,2015-06-04 01:06:00,"MET.K3",26,26
1111940.94073379,-2095246.13292556,2015-06-04 02:06:00,"MET.K3",24,24
1112025.43469831,-2095252.61619412,2015-06-04 03:06:00,"MET.K3",24,24
1112023.73341144,-2095250.70629052,2015-06-04 04:07:00,"MET.K3",24,24
1112075.21722847,-2095348.78772386,2015-06-04 05:07:00,"MET.K3",24,24
1112782.18509993,-2096067.15443759,2015-06-04 12:06:00,"MET.K3",23,23
1112872.49584351,-2096272.17628324,2015-06-04 13:07:00,"MET.K3",25,25
1112760.09827083,-2096363.01507797,2015-06-04 14:06:00,"MET.K3",25,25
1112732.50332309,-2096343.57106384,2015-06-04 15:07:00,"MET.K3",25,25
1112436.56208169,-2096059.49302102,2015-06-04 16:06:00,"MET.K3",24,24
1110893.28378079,-2095228.43683869,2015-06-04 19:07:00,"MET.K3",21,21
1112364.77031417,-2096149.81518693,2015-06-05 08:35:00,"MET.K3",23,23
1112438.15860078,-2095742.56889423,2015-06-05 09:34:00,"MET.K3",26,26
1111621.32270217,-2095144.81099098,2015-06-05 14:33:00,"MET.K3",26,26
1111448.38282131,-2095037.18508094,2015-06-05 15:35:00,"MET.K3",25,25
1110870.94888337,-2094671.6206598,2015-06-05 16:33:00,"MET.K3",48,48
1111546.30568572,-2094688.20771275,2015-06-05 17:33:00,"MET.K3",23,23
1111605.51868852,-2095196.19332303,2015-06-05 18:33:00,"MET.K3",26,26
1111724.59929017,-2095385.46686247,2015-06-05 19:33:00,"MET.K3",24,24
1111889.99747303,-2095507.67795742,2015-06-05 20:33:00,"MET.K3",25,25
1112027.92448147,-2095391.72173269,2015-06-05 21:33:00,"MET.K3",25,25
1112100.87072736,-2095319.97169885,2015-06-05 22:33:00,"MET.K3",23,23
1112216.00270829,-2095253.31591018,2015-06-05 23:34:00,"MET.K3",21,21
1112335.4345559,-2095646.50916435,2015-06-06 04:33:00,"MET.K3",23,23
1112323.94082673,-2095781.44782689,2015-06-06 05:33:00,"MET.K3",28,28
1112622.57609166,-2095876.53629887,2015-06-06 06:33:00,"MET.K3",26,26
1112781.75866069,-2096080.11539528,2015-06-06 07:33:00,"MET.K3",24,24
1112905.77502594,-2095904.3900345,2015-06-06 08:34:00,"MET.K3",24,24
1111591.10985841,-2094936.21173615,2015-06-06 18:34:00,"MET.K3",22,22
1111290.0926117,-2095020.86998964,2015-06-06 19:33:00,"MET.K3",27,27
1110899.71110388,-2094870.90077555,2015-06-06 20:34:00,"MET.K3",49,49
1111186.13739743,-2094746.83155125,2015-06-06 21:33:00,"MET.K3",32,32
1111781.1932197,-2095166.74208547,2015-06-06 23:33:00,"MET.K3",22,22
1111920.57396705,-2095490.14541516,2015-06-07 00:33:00,"MET.K3",25,25
1112028.46403516,-2095697.59182366,2015-06-07 01:33:00,"MET.K3",22,22
1112216.58864477,-2095879.87073327,2015-06-07 02:33:00,"MET.K3",23,23
1112425.62536368,-2095962.7424712,2015-06-07 03:33:00,"MET.K3",27,27
1112737.15672182,-2095880.30520949,2015-06-07 04:33:00,"MET.K3",23,23
1112761.16975652,-2095847.72902197,2015-06-07 05:34:00,"MET.K3",24,24
1112864.30872735,-2096038.3433582,2015-06-07 06:34:00,"MET.K3",21,21
1112953.95281631,-2096209.97872961,2015-06-07 07:33:00,"MET.K3",24,24
1112993.81096544,-2096392.9511931,2015-06-07 08:34:00,"MET.K3",27,27
1112943.11394503,-2096432.06375841,2015-06-07 09:33:00,"MET.K3",25,25
1112881.78307325,-2096418.92298458,2015-06-07 10:33:00,"MET.K3",25,25
1112808.7321089,-2096279.34705438,2015-06-07 11:34:00,"MET.K3",26,26
1112815.7225518,-2096281.43002417,2015-06-07 12:35:00,"MET.K3",26,26
1112624.92279655,-2096234.37230456,2015-06-07 13:34:00,"MET.K3",24,24
1112484.82644623,-2096040.69020946,2015-06-07 14:34:00,"MET.K3",25,25
1112397.5399988,-2096011.86793235,2015-06-07 15:37:00,"MET.K3",26,26
1111829.20759031,-2095746.65561747,2015-06-07 16:33:00,"MET.K3",25,25
1110698.67165163,-2094597.39214868,2015-06-07 19:33:00,"MET.K3",49,49
1111296.27247279,-2094348.20666236,2015-06-07 20:34:00,"MET.K3",23,23
1113082.49758318,-2096379.18766459,2015-06-09 01:34:00,"MET.K3",27,27
1112776.14961794,-2096304.22599457,2015-06-09 02:34:00,"MET.K3",25,25
1112177.3232387,-2095839.65340337,2015-06-09 03:33:00,"MET.K3",24,24
1111701.86360348,-2095701.69290763,2015-06-09 04:34:00,"MET.K3",22,22
1111277.88244697,-2095393.04834919,2015-06-09 05:33:00,"MET.K3",25,25
1111140.48576631,-2094739.77363043,2015-06-09 06:33:00,"MET.K3",45,45
1111771.16340559,-2094934.70687315,2015-06-09 14:34:00,"MET.K3",22,22
1111781.55814007,-2094940.60904556,2015-06-09 15:33:00,"MET.K3",23,23
1111541.02175021,-2094956.81156249,2015-06-09 16:33:00,"MET.K3",21,21
1111058.72648772,-2094757.48220912,2015-06-09 17:34:00,"MET.K3",48,48
1111110.83901404,-2095267.08336074,2015-06-09 18:33:00,"MET.K3",23,23
1111699.18818295,-2095783.16488598,2015-06-09 20:34:00,"MET.K3",22,22
1111821.79229276,-2095757.53392908,2015-06-09 21:33:00,"MET.K3",25,25
1111985.30120892,-2095883.39203138,2015-06-09 22:34:00,"MET.K3",25,25
1112059.03171612,-2095948.83923808,2015-06-09 23:33:00,"MET.K3",24,24
1112527.66680327,-2096240.44118095,2015-06-10 05:33:00,"MET.K3",23,23
1112565.47304287,-2096271.34378915,2015-06-10 06:34:00,"MET.K3",23,23
1112703.9907747,-2096405.65709383,2015-06-10 07:34:00,"MET.K3",25,25
1112616.01476504,-2095807.73434256,2015-06-10 08:33:00,"MET.K3",27,27
1112479.13445736,-2095623.42827584,2015-06-10 09:34:00,"MET.K3",21,21
1112086.0354942,-2095449.24034052,2015-06-10 10:33:00,"MET.K3",24,24
1111936.44195182,-2095329.39929297,2015-06-10 11:34:00,"MET.K3",27,27
1111930.48499765,-2095295.83799671,2015-06-10 12:34:00,"MET.K3",26,26
1111795.59953179,-2095211.70251446,2015-06-10 13:33:00,"MET.K3",26,26
1110950.58549388,-2094772.47334883,2015-06-10 14:34:00,"MET.K3",48,48
1110717.08927705,-2094573.89836195,2015-06-10 15:33:00,"MET.K3",49,49
1111216.57288094,-2094249.20449451,2015-06-10 16:34:00,"MET.K3",23,23
1110739.39895629,-2094593.16583295,2015-06-12 10:01:00,"MET.K3",49,49
1111508.25864011,-2095094.75888996,2015-06-12 15:01:00,"MET.K3",27,27
1111209.67293324,-2095105.35198831,2015-06-12 16:01:00,"MET.K3",28,28
1111003.59915779,-2094931.76802076,2015-06-12 17:01:00,"MET.K3",42,42
1110732.21944072,-2094489.12781231,2015-06-12 18:01:00,"MET.K3",50,50
1111376.20217466,-2094117.27104111,2015-06-12 19:00:00,"MET.K3",21,21
1113499.63187578,-2084481.16329848,2015-06-13 20:00:00,"MET.K3",52,52
1113655.78339414,-2084673.49851751,2015-06-13 21:01:00,"MET.K3",47,47
1114056.81160543,-2084990.64265811,2015-06-13 22:01:00,"MET.K3",23,23
1114055.14806773,-2084664.34012234,2015-06-14 16:01:00,"MET.K3",22,22
1113326.3035356,-2084651.5870678,2015-06-14 17:01:00,"MET.K3",48,48
1113565.38577416,-2084522.24350386,2015-06-15 19:00:00,"MET.K3",53,53
1113500.73976256,-2084609.10251822,2015-06-15 20:01:00,"MET.K3",51,51
1113594.73471766,-2084866.13420203,2015-06-15 21:01:00,"MET.K3",46,46
1113196.09962184,-2084799.32402423,2015-06-17 15:01:00,"MET.K3",42,42
1113390.38637585,-2084420.12366367,2015-06-17 16:01:00,"MET.K3",50,50
1113444.58123892,-2084436.7268861,2015-06-17 17:00:00,"MET.K3",50,50
1113240.61411592,-2084734.0494963,2015-06-18 16:00:00,"MET.K3",44,44
1118903.11198386,-2080361.7029285,2015-06-18 21:00:00,"MET.K3",74,74
1113506.38352369,-2084490.65344856,2015-06-21 18:26:00,"MET.K3",52,52
1106382.76265405,-2086918.44858348,2015-06-23 01:26:00,"MET.K3",29,29
1106511.4762423,-2087304.43301116,2015-06-23 02:26:00,"MET.K3",22,22
1106753.36083,-2087139.90450696,2015-06-23 10:26:00,"MET.K3",26,26
1106297.57792462,-2086659.91224764,2015-06-23 12:26:00,"MET.K3",26,26
1106124.46967908,-2086826.67480388,2015-06-23 13:26:00,"MET.K3",24,24
1106501.32966811,-2087181.77594635,2015-06-23 14:26:00,"MET.K3",28,28
1106280.23977492,-2087194.99750941,2015-06-23 15:26:00,"MET.K3",25,25
1106214.84971858,-2086870.37881761,2015-06-23 16:26:00,"MET.K3",25,25
1106754.78573955,-2087204.82158077,2015-06-23 17:26:00,"MET.K3",22,22
1106638.36896709,-2086984.19149874,2015-06-24 14:26:00,"MET.K3",30,30
1106398.37115136,-2086872.61886141,2015-06-24 20:26:00,"MET.K3",29,29
1106891.77336226,-2087172.19587229,2015-06-24 21:26:00,"MET.K3",21,21
1106934.59293188,-2087049.40212624,2015-06-25 11:26:00,"MET.K3",22,22
1106428.80617043,-2086805.02708345,2015-06-26 10:26:00,"MET.K3",27,27
1106683.55081888,-2086842.9403257,2015-06-26 13:26:00,"MET.K3",31,31
1106756.54954134,-2087204.87878443,2015-06-26 23:26:00,"MET.K3",22,22
1106566.09525199,-2086763.14005745,2015-06-27 12:52:00,"MET.K3",26,26
1106699.90927546,-2086556.18354234,2015-06-27 13:52:00,"MET.K3",24,24
1106372.03911373,-2086868.057881,2015-06-28 12:41:00,"MET.K3",28,28
1106143.60301535,-2086780.95922699,2015-06-28 13:42:00,"MET.K3",24,24
1106368.69146538,-2086862.3890442,2015-06-28 14:41:00,"MET.K3",28,28
1106381.45609755,-2086849.82927744,2015-06-29 12:58:00,"MET.K3",28,28
1106434.60033395,-2086844.13737386,2015-06-29 13:58:00,"MET.K3",29,29
1106826.31034026,-2086795.67205065,2015-06-29 14:58:00,"MET.K3",25,25
1113612.14015364,-2084334.70046179,2015-06-30 17:24:00,"MET.K3",49,49
1118835.52639272,-2080268.63776892,2015-06-30 21:25:00,"MET.K3",74,74
1119121.87630385,-2080048.20266711,2015-06-30 22:25:00,"MET.K3",72,72
1119097.40059145,-2080201.26321314,2015-06-30 23:25:00,"MET.K3",77,77
1118596.24555476,-2066729.90743159,2015-07-03 03:15:00,"MET.K3",43,43
1119593.53795805,-2064343.34427728,2015-07-03 05:16:00,"MET.K3",22,22
1118051.66936111,-2053216.87561986,2015-07-04 19:15:00,"MET.K3",24,24
1116849.61565826,-2053303.95114955,2015-07-04 20:15:00,"MET.K3",36,36
1116652.07111759,-2063633.73904363,2015-07-05 23:15:00,"MET.K3",25,25
1116765.15790515,-2065046.24135802,2015-07-06 00:15:00,"MET.K3",33,33
1117993.28033074,-2065762.92414811,2015-07-06 01:15:00,"MET.K3",36,36
1117377.06138527,-2065145.90293843,2015-07-07 19:26:00,"MET.K3",36,36
1117344.14462546,-2066208.87252131,2015-07-07 20:25:00,"MET.K3",116,116
1117362.74233831,-2066072.30237212,2015-07-07 21:25:00,"MET.K3",115,115
1117805.66088337,-2066203.54924868,2015-07-07 22:25:00,"MET.K3",79,79
1118487.34961225,-2066546.53031333,2015-07-07 23:25:00,"MET.K3",41,41
1119052.68142959,-2066987.69155223,2015-07-08 00:26:00,"MET.K3",32,32
1119603.72510881,-2067270.83568513,2015-07-08 01:25:00,"MET.K3",25,25
1121340.86190262,-2067713.45460029,2015-07-08 03:25:00,"MET.K3",22,22
1118744.30462576,-2080463.99102857,2015-07-09 23:50:00,"MET.K3",72,72
1113867.94385699,-2084072.44285247,2015-07-11 17:55:00,"MET.K3",23,23
1118833.88365648,-2080264.87636044,2015-07-11 22:54:00,"MET.K3",74,74
1119017.1643546,-2080599.04477607,2015-07-12 22:55:00,"MET.K3",57,57
1118708.83276393,-2080468.38356994,2015-07-12 23:54:00,"MET.K3",72,72
1113759.82283645,-2084354.36746079,2015-07-14 14:29:00,"MET.K3",47,47
1118746.09460031,-2080195.24598376,2015-07-14 21:30:00,"MET.K3",76,76
1118733.86525369,-2080191.13577043,2015-07-17 01:01:00,"MET.K3",75,75
1119335.21986659,-2080327.75115869,2015-07-19 02:00:00,"MET.K3",38,38
1118299.08055354,-2067168.80100046,2015-07-20 18:56:00,"MET.K3",21,21
1117380.59454795,-2066121.08289142,2015-07-20 19:57:00,"MET.K3",118,118
1117720.6872576,-2053169.06263593,2015-07-22 14:49:00,"MET.K3",26,26
1116799.60340308,-2053319.01426963,2015-07-22 15:50:00,"MET.K3",35,35
1117139.16818628,-2052992.64465595,2015-07-22 16:49:00,"MET.K3",41,41
1116766.71968723,-2053351.31540941,2015-07-22 18:20:00,"MET.K3",37,37
1117353.54363479,-2053309.15977184,2015-07-22 19:18:00,"MET.K3",39,39
1116448.38135521,-2062070.00243238,2015-07-23 20:44:00,"MET.K3",21,21
1116655.17366346,-2063809.94179749,2015-07-23 21:44:00,"MET.K3",26,26
1116717.59884244,-2064824.10023183,2015-07-23 22:43:00,"MET.K3",33,33
1117204.53079995,-2065720.49280389,2015-07-23 23:43:00,"MET.K3",86,86
1118310.81041641,-2066377.6258319,2015-07-24 00:44:00,"MET.K3",33,33
1117281.37837011,-2066236.48303482,2013-08-27 14:30:00,"MET.K4",117,117
1116879.3329446,-2065502.26995422,2013-08-27 18:30:00,"MET.K4",45,45
1117314.85318734,-2066185.67171688,2013-08-27 22:30:00,"MET.K4",119,119
1105989.24661275,-2086859.36465226,2014-06-02 11:44:00,"MET.K4",23,23
1105930.94321971,-2086751.83062583,2014-06-02 12:44:00,"MET.K4",23,23
1106251.4394965,-2086830.78806503,2014-06-03 13:11:00,"MET.K4",25,25
1105980.7894224,-2086847.97012919,2014-06-05 14:31:00,"MET.K4",23,23
1106278.07153688,-2086826.09059078,2014-06-08 12:50:00,"MET.K4",25,25
1106435.8633524,-2086532.79826493,2014-06-08 13:48:00,"MET.K4",26,26
1111924.33785769,-2080700.18249724,2014-06-11 12:03:00,"MET.K4",22,22
1113327.9828711,-2084438.47072385,2014-06-12 11:55:00,"MET.K4",51,51
1113330.76555917,-2084299.5373108,2014-06-12 12:54:00,"MET.K4",49,49
1113292.02007686,-2084296.41509279,2014-06-12 13:53:00,"MET.K4",47,47
1113241.18291837,-2084392.99582383,2014-06-12 14:54:00,"MET.K4",46,46
1114049.1772032,-2084523.26413134,2014-06-12 15:53:00,"MET.K4",23,23
1114010.24189257,-2084418.18230386,2014-06-12 17:53:00,"MET.K4",24,24
1113957.7622504,-2084564.7566266,2014-06-12 18:53:00,"MET.K4",36,36
1113979.56667449,-2084976.98844482,2014-06-12 19:54:00,"MET.K4",21,21
1113953.51010315,-2084640.61779856,2014-06-14 11:38:00,"MET.K4",35,35
1113453.6870381,-2084266.48831669,2014-06-14 12:37:00,"MET.K4",48,48
1113458.32929048,-2084448.29899674,2014-06-16 12:28:00,"MET.K4",50,50
1113058.06681603,-2084107.10179037,2014-06-16 13:27:00,"MET.K4",35,35
1113270.13833928,-2084425.45535175,2014-06-16 14:27:00,"MET.K4",50,50
1113502.98323973,-2084540.59108434,2014-06-16 15:27:00,"MET.K4",53,53
1113660.2812515,-2084643.98674038,2014-06-16 16:27:00,"MET.K4",48,48
1114024.18285631,-2084585.47054413,2014-06-16 19:47:00,"MET.K4",21,21
1114035.99162039,-2084710.05357542,2014-06-16 20:46:00,"MET.K4",25,25
1114013.49404015,-2084803.85399777,2014-06-16 21:46:00,"MET.K4",22,22
1113479.0157969,-2084517.56229232,2014-06-17 12:46:00,"MET.K4",51,51
1113317.44816806,-2084328.76032897,2014-06-17 13:46:00,"MET.K4",49,49
1113291.09182167,-2084162.92130491,2014-06-17 14:46:00,"MET.K4",43,43
1112349.02847298,-2080728.85959226,2014-06-17 22:46:00,"MET.K4",21,21
1113481.20446105,-2084504.65793108,2014-06-18 15:46:00,"MET.K4",51,51
1113050.20596795,-2084455.33065391,2014-06-18 16:46:00,"MET.K4",43,43
1113476.15534644,-2084497.07757433,2014-06-18 17:46:00,"MET.K4",51,51
1113911.04736513,-2084535.42065661,2014-06-18 18:46:00,"MET.K4",43,43
1114068.33693878,-2084531.30719072,2014-06-18 19:46:00,"MET.K4",22,22
1113553.87664426,-2084388.40255912,2014-06-21 17:25:00,"MET.K4",55,55
1113392.25918843,-2084308.9652581,2014-06-21 18:25:00,"MET.K4",48,48
1113315.83000514,-2084540.02457568,2014-06-21 19:25:00,"MET.K4",51,51
1113482.05327689,-2084478.73478379,2014-06-22 20:30:00,"MET.K4",51,51
1113375.86789373,-2084593.89184139,2014-06-22 21:30:00,"MET.K4",51,51
1113132.73444949,-2084901.05539518,2014-06-22 22:30:00,"MET.K4",36,36
1113356.69666357,-2084478.33756073,2014-06-24 15:30:00,"MET.K4",51,51
1113494.0976812,-2084488.3971184,2014-06-24 16:30:00,"MET.K4",52,52
1114416.80807372,-2084728.10043307,2014-06-25 13:14:00,"MET.K4",21,21
1114121.72792669,-2084356.95636416,2014-06-25 16:14:00,"MET.K4",22,22
1113346.47707247,-2084466.88104295,2014-06-25 17:14:00,"MET.K4",51,51
1113062.24331532,-2084411.23687602,2014-06-25 18:14:00,"MET.K4",43,43
1113167.99892401,-2084794.69726702,2014-06-25 19:15:00,"MET.K4",42,42
1114038.55202463,-2084793.55324107,2014-06-26 18:15:00,"MET.K4",23,23
1113668.12560819,-2084620.14559095,2014-06-26 19:15:00,"MET.K4",48,48
1113821.33547852,-2084578.82354443,2014-06-26 20:14:00,"MET.K4",47,47
1114023.32891405,-2084557.6373238,2014-06-26 21:14:00,"MET.K4",23,23
1118832.357945,-2080311.17197443,2014-06-27 19:15:00,"MET.K4",73,73
1118702.53817751,-2080123.36620839,2014-06-27 20:14:00,"MET.K4",75,75
1119022.51792301,-2080061.61181458,2014-06-28 20:14:00,"MET.K4",72,72
1118752.96383097,-2080254.79413798,2014-06-28 21:15:00,"MET.K4",74,74
1118730.14480618,-2079607.06094303,2014-06-28 22:14:00,"MET.K4",28,28
1118655.67812973,-2079508.20958247,2014-06-29 17:13:00,"MET.K4",23,23
1113930.14644834,-2084545.31451271,2014-06-30 19:05:00,"MET.K4",41,41
1113728.3352797,-2084560.94668144,2014-06-30 20:05:00,"MET.K4",48,48
1113869.20783245,-2084626.73324573,2014-06-30 21:07:00,"MET.K4",43,43
1114084.59829752,-2084843.25915843,2014-06-30 22:06:00,"MET.K4",23,23
1118620.79602377,-2080459.92131585,2014-07-02 15:40:00,"MET.K4",70,70
1118756.12726972,-2080266.02128771,2014-07-02 16:41:00,"MET.K4",73,73
1119110.4462225,-2080502.01375113,2014-07-02 17:40:00,"MET.K4",57,57
1119325.7796915,-2080399.73942569,2014-07-02 18:40:00,"MET.K4",36,36
1119370.74592974,-2080375.26816254,2014-07-02 19:40:00,"MET.K4",31,31
1119848.14941463,-2080574.55328452,2014-07-02 20:41:00,"MET.K4",21,21
1119216.69722079,-2080333.1110847,2014-07-03 16:57:00,"MET.K4",56,56
1118393.46895364,-2079961.17362509,2014-07-03 17:58:00,"MET.K4",60,60
1118909.71988469,-2080000.42523009,2014-07-05 00:57:00,"MET.K4",76,76
1118175.02302501,-2066962.68357368,2014-07-06 16:57:00,"MET.K4",26,26
1117407.524836,-2065945.85617752,2014-07-06 17:57:00,"MET.K4",113,113
1117528.25702453,-2065171.22657939,2014-07-06 18:57:00,"MET.K4",34,34
1117556.2269963,-2065018.27934631,2014-07-06 19:57:00,"MET.K4",33,33
1117403.94693445,-2065513.81941553,2014-07-08 17:44:00,"MET.K4",50,50
1117524.22847175,-2065132.16663709,2014-07-08 18:44:00,"MET.K4",35,35
1117472.53585997,-2065145.31063826,2014-07-08 19:43:00,"MET.K4",34,34
1117338.57676669,-2065133.52514559,2014-07-08 20:43:00,"MET.K4",39,39
1117208.76671641,-2065157.09714683,2014-07-08 21:43:00,"MET.K4",46,46
1117038.76612765,-2065383.26861131,2014-07-08 22:42:00,"MET.K4",40,40
1116904.09934444,-2065447.46582709,2014-07-08 23:43:00,"MET.K4",41,41
1117310.15172688,-2065408.80353544,2014-07-09 00:43:00,"MET.K4",42,42
