"x"
"-19.0534 20.71443"
"-19.05382 20.71453"
"-18.95013 20.71722"
"-18.85307 20.78838"
"-18.68437 20.75495"
"-18.68728 20.7519"
"-18.68737 20.75202"
"-18.68672 20.7526"
"-18.68343 20.75577"
"-18.68338 20.75568"
"-18.68555 20.75285"
"-18.68563 20.75238"
"-18.68558 20.75253"
"-18.68568 20.75248"
"-18.68443 20.7551"
"-18.67962 20.75512"
"-18.95607 20.7131700000001"
"-18.9569 20.71293"
"-18.95692 20.71292"
"-18.95753 20.71122"
"-18.957 20.71237"
"-18.95983 20.71193"
"-18.95975 20.71193"
"-18.95965 20.71185"
"-18.9846 20.7078"
"-19.05352 20.71405"
"-19.05368 20.71392"
"-19.09545 20.58965"
"-19.09512 20.5904"
"-19.09278 20.58778"
"-19.09457 20.59127"
"-19.09503 20.59052"
"-19.095 20.59045"
"-19.09557 20.58988"
"-19.09623 20.58987"
"-19.09507 20.59005"
"-19.09532 20.59055"
"-19.09453 20.59042"
"-19.09143 20.5872"
"-19.09577 20.59067"
"-19.0951 20.59012"
"-19.09485 20.5902"
"-19.09458 20.59047"
"-19.09482 20.59037"
"-19.09442 20.59053"
"-19.09488 20.59042"
"-19.09525 20.59045"
"-19.09497 20.5905"
"-19.09497 20.59043"
"-18.9779 20.71003"
"-18.89217 20.86772"
"-18.85422 20.78873"
"-18.8496 20.78902"
"-18.84958 20.78888"
"-18.85072 20.78752"
"-19.09538 20.59097"
"-19.095 20.59027"
"-19.0952 20.59017"
"-19.09505 20.59003"
"-19.09523 20.59022"
"-19.09495 20.59037"
"-19.09505 20.59063"
"-19.0952 20.5908"
"-19.09487 20.59077"
"-19.09435 20.59072"
"-19.09492 20.59077"
"-19.09418 20.5905"
"-19.0949 20.5904300000001"
"-19.09448 20.59085"
"-19.09455 20.59048"
"-19.09488 20.59067"
"-19.08923 20.588"
"-19.0949799999999 20.59052"
"-19.0943 20.5904"
"-19.09497 20.59042"
"-19.0951 20.59048"
"-19.09345 20.58993"
"-19.09502 20.59057"
"-19.09317 20.58665"
"-19.09497 20.59058"
"-19.09753 20.59175"
"-19.09517 20.59058"
"-19.09488 20.59053"
"-19.0949 20.59063"
"-19.09493 20.59047"
"-19.095 20.59045"
"-19.05427 20.71448"
"-19.05433 20.71445"
"-19.0543 20.71455"
"-19.0543 20.71457"
"-19.05402 20.7148"
"-19.05435 20.7146"
"-19.05433 20.71568"
"-19.05422 20.71438"
"-19.05432 20.71455"
"-19.05448 20.71395"
"-19.09507 20.5904"
"-19.09707 20.59123"
"-18.87773 20.71875"
"-18.92748 20.78502"
"-19.09437 20.59002"
"-19.09467 20.59025"
"-19.09458 20.59028"
"-19.09458 20.59028"
"-19.09418 20.59182"
"-19.05452 20.71378"
"-19.05438 20.71462"
"-19.05437 20.7142"
"-19.05443 20.71433"
"-19.05512 20.71425"
"-19.05438 20.7143"
"-18.95618 20.71347"
"-18.95465 20.71282"
"-18.95633 20.71278"
"-18.95923 20.71355"
"-18.95977 20.71335"
"-18.96002 20.7112"
"-18.9601 20.71097"
"-18.96027 20.71063"
"-18.9595 20.71122"
"-18.9816 20.70428"
"-19.05402 20.71163"
"-19.05427 20.71482"
"-19.0541 20.71433"
"-18.9844 20.70782"
"-18.95613 20.71332"
"-18.9479 20.71775"
"-18.95713 20.7135"
"-18.98123 20.70833"
"-19.05615 20.71157"
"-19.0963 20.59408"
"-19.09392 20.59085"
"-19.09775 20.59042"
"-19.09567 20.58907"
"-19.05428 20.71443"
"-19.05753 20.71445"
"-19.05537 20.71175"
"-19.0566 20.71037"
"-19.09545 20.59042"
"-19.09567 20.59278"
"-19.09393 20.59098"
"-19.09355 20.59223"
"-19.09195 20.59393"
"-19.09645 20.58903"
"-19.09747 20.58827"
"-19.09755 20.58733"
"-19.0972 20.58753"
"-19.09688 20.5886"
"-19.09492 20.58665"
"-19.09462 20.5907"
"-19.09493 20.59053"
"-19.09342 20.58673"
"-19.09412 20.58563"
"-19.09433 20.58643"
"-19.09487 20.59047"
"-19.09268 20.58982"
"-19.09497 20.59042"
"-19.095 20.59045"
"-19.09308 20.586"
"-19.09218 20.58902"
"-19.0935 20.58975"
"-19.09365 20.58893"
"-19.09507 20.5904"
"-19.09462 20.59145"
"-18.95615 20.71145"
"-18.98078 20.70927"
"-18.98052 20.70927"
"-18.87797 20.71813"
"-18.87795 20.71798"
"-19.05423 20.71453"
"-19.05437 20.7147"
"-19.05432 20.71457"
"-19.0536 20.71193"
"-19.05785 20.7116800000001"
"-19.05437 20.71458"
"-19.05268 20.71118"
"-18.91291667 20.91056667"
"-18.91283333 20.9107"
"-18.91268333 20.91025"
"-18.91286667 20.90908333"
"-18.91298333 20.90401667"
"-18.89558333 20.86993333"
"-18.89556667 20.87008333"
"-18.89573333 20.87003333"
"-18.89568333 20.86975"
"-18.89621667 20.86905"
"-18.89586667 20.86955"
"-18.8957 20.86683333"
"-18.95678333 20.71298333"
"-18.98105 20.709"
"-19.05433333 20.7141"
"-19.05446667 20.71418333"
"-19.05446667 20.71423333"
"-19.05463333 20.71428333"
"-19.05615 20.71268333"
"-19.09448333 20.59046667"
"-19.09485 20.5905"
"-19.0952 20.59041667"
"-19.09521667 20.59026667"
"-19.09501667 20.5902"
"-19.09493333 20.58981667"
"-19.09491667 20.5904"
"-19.0948 20.59031667"
"-19.09466667 20.59046667"
"-19.09468333 20.59043333"
"-19.09495 20.5904"
"-19.09425 20.59"
"-19.09105 20.59118333"
"-19.09485 20.59031667"
"-19.09255 20.59336667"
"-19.09496667 20.59045"
"-19.09496667 20.59046667"
"-19.09548333 20.5904"
"-19.09538333 20.59031667"
"-19.09491667 20.59038333"
"-19.0952 20.58993333"
"-19.09288333 20.58608333"
"-19.08985 20.59081667"
"-18.96181667 20.71298333"
"-18.98076667 20.70885"
"-18.96268333 20.71435"
"-18.95823333 20.71355"
"-18.95798333 20.7133"
"-18.95821667 20.7134"
"-18.95626667 20.71331667"
"-18.95765 20.71533333"
"-18.95755 20.71528333"
"-18.95766667 20.71531667"
"-18.95665 20.71303333"
"-18.95941667 20.71295"
"-18.97858333 20.70988333"
"-19.09521667 20.59035"
"-19.09463333 20.59031667"
"-19.09518333 20.58983333"
"-19.09468333 20.59018333"
"-19.09473333 20.5904"
"-19.09543333 20.5905"
"-19.09436667 20.59081667"
"-19.0953333299999 20.59056667"
"-19.09466667 20.59055"
"-19.09463333 20.59073333"
"-19.09521667 20.58998333"
"-19.09495 20.5903"
"-19.0949 20.59041667"
"-19.09455 20.59055"
"-19.09343333 20.58996667"
"-19.09508333 20.59028333"
"-19.09496667 20.59043333"
"-19.09525 20.5903"
"-19.09591667 20.58918333"
"-19.09495 20.59013333"
"-19.09493333 20.59025"
"-19.09501667 20.59045"
"-19.09463333 20.58988333"
"-19.09196667 20.59023333"
"-19.09451667 20.59075"
"-19.095 20.59013333"
"-19.09456667 20.59018333"
"-19.09466667 20.59046667"
"-19.09541667 20.59041667"
"-19.09506667 20.59038333"
"-19.0905 20.59028333"
"-19.09056667 20.59023333"
"-19.09465 20.591"
"-19.0968 20.5917"
"-19.09495 20.59035"
"-19.09491667 20.59043333"
"-19.09248333 20.5909"
"-19.09486667 20.59066667"
"-19.0929 20.59225"
"-19.09498333 20.59031667"
"-19.0946 20.5905"
"-19.09488333 20.59048333"
"-19.09501667 20.59043333"
"-19.09973333 20.59096667"
"-19.09496667 20.5903"
"-19.0946 20.59006667"
"-19.09511667 20.59051667"
"-19.09826667 20.5918"
"-19.09778333 20.59161667"
"-19.05428333 20.71456667"
"-19.0544 20.7156"
"-19.0087333299999 20.91288333"
"-19.00821667 20.91905"
"-18.96893333 20.93993333"
"-18.89563333 20.87016667"
"-18.89571667 20.86966667"
"-18.89446667 20.86898333"
"-18.85281667 20.7892"
"-18.9531 20.71478333"
"-18.95441667 20.712"
