"X","Y","DateTime","ID","wet_recurse$revisits","revisits"
1126621.15871191,-2046622.36764256,2013-12-22 04:31:00,"MET.K3",43,43
1126468.90827625,-2046786.08762162,2013-12-22 06:30:00,"MET.K3",50,50
1126385.64406285,-2047274.65851151,2013-12-22 07:29:00,"MET.K3",57,57
1126569.69786767,-2047004.45255173,2013-12-22 08:30:00,"MET.K3",47,47
1127477.43203164,-2046522.53716683,2013-12-22 09:32:00,"MET.K3",33,33
1127905.7321335,-2045659.65633322,2013-12-22 10:29:00,"MET.K3",27,27
1129474.60940837,-2044613.63782402,2013-12-22 12:30:00,"MET.K3",22,22
1133129.67246015,-2045791.1304786,2013-12-22 14:29:00,"MET.K3",28,28
1132913.63463138,-2045954.56149625,2013-12-23 00:29:00,"MET.K3",29,29
1130125.94974728,-2047030.55380671,2013-12-23 07:30:00,"MET.K3",21,21
1129039.6493654,-2046913.18275903,2013-12-23 08:29:00,"MET.K3",25,25
1128428.5320581,-2046822.62198989,2013-12-23 09:29:00,"MET.K3",21,21
1127676.13690105,-2046237.98273396,2013-12-23 11:30:00,"MET.K3",38,38
1126209.97059117,-2046425.34767027,2013-12-23 16:30:00,"MET.K3",38,38
1125946.1632079,-2046537.21253213,2013-12-23 17:29:00,"MET.K3",38,38
1125716.84743567,-2046568.63611037,2013-12-23 18:29:00,"MET.K3",42,42
1125633.52924136,-2046627.08844793,2013-12-23 19:29:00,"MET.K3",47,47
1125476.31025556,-2046564.47082607,2013-12-23 20:29:00,"MET.K3",46,46
1125473.72500324,-2046427.1941897,2013-12-23 21:29:00,"MET.K3",42,42
1125565.81067671,-2046317.11847096,2013-12-23 22:29:00,"MET.K3",38,38
1125678.96825721,-2046428.3502389,2013-12-23 23:29:00,"MET.K3",33,33
1125822.34021757,-2046427.48244669,2013-12-24 00:29:00,"MET.K3",32,32
1125953.64095295,-2046416.9509753,2013-12-24 01:29:00,"MET.K3",35,35
1125948.64084804,-2046407.5178345,2013-12-24 02:30:00,"MET.K3",36,36
1125967.60197824,-2046422.97006855,2013-12-24 03:30:00,"MET.K3",35,35
1126005.52199466,-2046453.87566215,2013-12-24 04:30:00,"MET.K3",38,38
1126234.35523463,-2046437.27038911,2013-12-24 05:29:00,"MET.K3",37,37
1125994.97517664,-2046829.88234253,2013-12-24 06:29:00,"MET.K3",48,48
1125880.43376622,-2047193.21253775,2013-12-24 07:29:00,"MET.K3",50,50
1126764.33855907,-2047059.03943415,2013-12-24 09:58:00,"MET.K3",42,42
1125747.35526693,-2048770.27225228,2013-12-24 19:21:00,"MET.K3",25,25
1125735.93936523,-2048632.70494458,2013-12-24 20:20:00,"MET.K3",24,24
1125755.14163553,-2048208.78042126,2013-12-24 21:21:00,"MET.K3",29,29
1124966.22502461,-2047767.66335326,2013-12-24 23:19:00,"MET.K3",29,29
1124877.65115116,-2047716.56363214,2013-12-25 00:18:00,"MET.K3",32,32
1124757.9976173,-2047695.96405263,2013-12-25 01:19:00,"MET.K3",30,30
1124699.75921765,-2047853.49548582,2013-12-25 02:19:00,"MET.K3",28,28
1124818.12838086,-2047859.22200887,2013-12-25 03:18:00,"MET.K3",30,30
1124891.26809071,-2047841.22224606,2013-12-25 04:21:00,"MET.K3",30,30
1124886.94442357,-2047865.18101426,2013-12-25 05:20:00,"MET.K3",31,31
1124993.78026974,-2047790.81214458,2013-12-25 06:18:00,"MET.K3",29,29
1125246.66587226,-2047417.17967531,2013-12-25 07:18:00,"MET.K3",38,38
1125720.3874382,-2047325.16171227,2013-12-25 08:19:00,"MET.K3",46,46
1125991.58758481,-2047851.3002179,2013-12-25 09:18:00,"MET.K3",35,35
1126343.46649824,-2047805.36484472,2013-12-25 10:18:00,"MET.K3",39,39
1126472.73142843,-2047640.89273264,2013-12-25 11:18:00,"MET.K3",39,39
1126412.26536849,-2047650.03343759,2013-12-25 12:18:00,"MET.K3",40,40
1126172.01695265,-2047907.27203401,2013-12-25 13:19:00,"MET.K3",35,35
1125101.80724481,-2047896.3139827,2013-12-25 16:10:00,"MET.K3",31,31
1124643.44842426,-2047898.0018548,2013-12-25 17:10:00,"MET.K3",26,26
1124123.11658362,-2047684.4765444,2013-12-25 19:10:00,"MET.K3",21,21
1124337.80899117,-2048045.58972857,2013-12-25 21:10:00,"MET.K3",23,23
1124627.4187886,-2047901.18502163,2013-12-25 22:10:00,"MET.K3",27,27
1124728.05801117,-2047637.51297545,2013-12-25 23:10:00,"MET.K3",29,29
1124736.89584999,-2047637.80204423,2013-12-26 01:11:00,"MET.K3",29,29
1124749.2696746,-2047638.20677523,2013-12-26 02:11:00,"MET.K3",29,29
1124900.79079731,-2047604.23113198,2013-12-26 03:10:00,"MET.K3",31,31
1125058.34407513,-2047548.20677798,2013-12-26 04:10:00,"MET.K3",35,35
1125085.76797875,-2047521.29530098,2013-12-26 05:10:00,"MET.K3",35,35
1125287.99886007,-2047451.90338652,2013-12-26 06:10:00,"MET.K3",42,42
1125498.89847677,-2047442.12264464,2013-12-26 07:10:00,"MET.K3",41,41
1125644.5044726,-2046994.52838031,2013-12-26 08:10:00,"MET.K3",52,52
1125492.95777549,-2046596.53223997,2013-12-26 09:10:00,"MET.K3",47,47
1126072.47798715,-2047434.95788836,2013-12-26 10:13:00,"MET.K3",43,43
1125976.03259078,-2048217.87375539,2013-12-26 11:10:00,"MET.K3",34,34
1125741.97051654,-2048610.65522251,2013-12-26 12:10:00,"MET.K3",24,24
1125722.42020069,-2048721.25143737,2013-12-26 13:10:00,"MET.K3",25,25
1125744.0250389,-2046873.57374804,2013-12-29 14:41:00,"MET.K3",59,59
1126067.23834277,-2046622.75318807,2013-12-29 15:42:00,"MET.K3",41,41
1126005.10635556,-2046520.60435946,2013-12-29 16:42:00,"MET.K3",38,38
1125736.29633322,-2046244.83337765,2013-12-29 17:41:00,"MET.K3",34,34
1125594.36855849,-2046147.48999494,2013-12-29 18:42:00,"MET.K3",33,33
1125759.0355355,-2046252.99282832,2013-12-29 19:42:00,"MET.K3",31,31
1125912.93714499,-2046146.79488002,2013-12-29 20:42:00,"MET.K3",30,30
1126091.61609589,-2046202.70315314,2013-12-29 22:41:00,"MET.K3",32,32
1126173.22702933,-2046520.55004082,2013-12-30 00:43:00,"MET.K3",44,44
1126015.95567886,-2046513.54354867,2013-12-30 01:42:00,"MET.K3",38,38
1125985.72183798,-2046518.11510362,2013-12-30 03:45:00,"MET.K3",39,39
1125976.70928406,-2046577.14601242,2013-12-30 05:42:00,"MET.K3",41,41
1126317.73755601,-2046808.94172956,2013-12-30 06:42:00,"MET.K3",52,52
1126375.60444852,-2047418.93878081,2013-12-30 07:41:00,"MET.K3",52,52
1125867.02969323,-2048520.20305521,2013-12-30 08:41:00,"MET.K3",23,23
1125758.8638755,-2048689.07490302,2013-12-30 09:42:00,"MET.K3",24,24
1125714.73499343,-2048685.7752226,2013-12-30 10:42:00,"MET.K3",25,25
1125644.81423755,-2048605.61774549,2013-12-30 11:41:00,"MET.K3",26,26
1124947.45748594,-2046880.87531467,2013-12-30 15:38:00,"MET.K3",39,39
1125084.60732022,-2046583.17139225,2013-12-30 16:37:00,"MET.K3",36,36
1124814.88114128,-2046064.52477743,2013-12-30 17:37:00,"MET.K3",21,21
1123926.91217292,-2046269.11151968,2013-12-31 08:39:00,"MET.K3",21,21
1123332.0435293,-2047091.3584428,2013-12-31 11:38:00,"MET.K3",26,26
1123404.95433756,-2047568.32925923,2013-12-31 12:37:00,"MET.K3",23,23
1123366.59305449,-2047930.43676587,2013-12-31 16:38:00,"MET.K3",21,21
1123571.38013186,-2047673.87124283,2013-12-31 17:37:00,"MET.K3",24,24
1123206.54252364,-2047304.16665539,2013-12-31 18:37:00,"MET.K3",26,26
1122617.94815987,-2046795.55830684,2013-12-31 22:38:00,"MET.K3",22,22
1123332.77919884,-2046689.0934733,2014-01-01 06:37:00,"MET.K3",22,22
1123476.38650411,-2046897.70411103,2014-01-01 07:37:00,"MET.K3",27,27
1123346.80544296,-2047343.96689548,2014-01-01 08:38:00,"MET.K3",25,25
1123206.75558348,-2047406.13665935,2014-01-01 09:37:00,"MET.K3",27,27
1123337.15090413,-2047260.22766927,2014-01-01 10:37:00,"MET.K3",26,26
1123527.78259391,-2047383.24300614,2014-01-01 11:37:00,"MET.K3",24,24
1123335.98776675,-2047675.45652846,2014-01-01 12:36:00,"MET.K3",25,25
1123144.40714385,-2047635.83546872,2014-01-01 13:38:00,"MET.K3",23,23
1123257.48652321,-2047261.33582921,2014-01-01 14:37:00,"MET.K3",29,29
1122990.38847073,-2047041.28366336,2014-01-01 15:38:00,"MET.K3",21,21
1125106.45897258,-2046726.63799632,2014-01-02 12:37:00,"MET.K3",39,39
1125487.53329311,-2046600.0622017,2014-01-02 13:37:00,"MET.K3",48,48
1126184.01080019,-2046893.54919602,2014-01-02 14:37:00,"MET.K3",56,56
1126205.71008438,-2047797.13898579,2014-01-02 15:37:00,"MET.K3",39,39
1125555.70723068,-2047814.77094247,2014-01-02 16:37:00,"MET.K3",31,31
1125259.81074144,-2047988.62087161,2014-01-02 17:36:00,"MET.K3",35,35
1125147.14155309,-2047484.37131453,2014-01-02 18:37:00,"MET.K3",36,36
1125331.60777003,-2046930.52161832,2014-01-02 19:37:00,"MET.K3",50,50
1125368.37677396,-2046672.17463942,2014-01-02 20:36:00,"MET.K3",47,47
1125318.80930114,-2046618.64216678,2014-01-02 21:36:00,"MET.K3",47,47
1125345.09070647,-2046356.24340307,2014-01-02 22:37:00,"MET.K3",40,40
1125419.69111469,-2046293.79700298,2014-01-02 23:36:00,"MET.K3",39,39
1125594.77157068,-2046351.43726212,2014-01-03 00:37:00,"MET.K3",37,37
1125618.72298554,-2046322.55781088,2014-01-03 02:38:00,"MET.K3",36,36
1125722.55961491,-2046123.87663634,2014-01-03 03:37:00,"MET.K3",32,32
1125791.31221487,-2046077.92507769,2014-01-03 05:39:00,"MET.K3",28,28
1125689.81740369,-2046421.29037596,2014-01-03 06:38:00,"MET.K3",32,32
1125904.4815418,-2046999.33544529,2014-01-03 07:37:00,"MET.K3",55,55
1126260.94940637,-2046975.7903373,2014-01-03 08:38:00,"MET.K3",58,58
1126588.41435525,-2046541.57285856,2014-01-03 09:38:00,"MET.K3",39,39
1126667.03924455,-2046950.17128605,2014-01-03 10:37:00,"MET.K3",39,39
1126586.6526305,-2047081.02107892,2014-01-03 11:37:00,"MET.K3",51,51
1126468.2539756,-2046913.99001765,2014-01-03 12:37:00,"MET.K3",50,50
1126219.24321158,-2047330.38406288,2014-01-03 13:37:00,"MET.K3",53,53
1125592.89431509,-2048678.07338804,2014-01-03 15:37:00,"MET.K3",24,24
1123578.1580203,-2047954.02877497,2014-01-03 21:36:00,"MET.K3",22,22
1123576.27021982,-2047957.6745217,2014-01-03 22:37:00,"MET.K3",22,22
1123617.51994292,-2047669.81604266,2014-01-03 23:37:00,"MET.K3",23,23
1123712.83970876,-2047405.96931491,2014-01-04 00:37:00,"MET.K3",27,27
1123822.43369685,-2047409.54799252,2014-01-04 02:37:00,"MET.K3",27,27
1124146.89189191,-2047444.2475696,2014-01-04 03:37:00,"MET.K3",23,23
1124158.28438946,-2047420.5187802,2014-01-04 04:38:00,"MET.K3",22,22
1124171.26337226,-2047402.40351974,2014-01-04 05:38:00,"MET.K3",23,23
1124266.85649764,-2046968.00722661,2014-01-04 06:37:00,"MET.K3",24,24
1124850.70937649,-2046267.77193417,2014-01-04 08:37:00,"MET.K3",25,25
1125085.87936214,-2046544.28059105,2014-01-04 09:37:00,"MET.K3",35,35
1124668.33939894,-2047136.85751086,2014-01-04 10:37:00,"MET.K3",30,30
1124051.10659528,-2047830.43591822,2014-01-04 11:37:00,"MET.K3",21,21
1123368.83240547,-2047428.10991674,2014-01-04 12:37:00,"MET.K3",24,24
1123192.02124283,-2047044.1520657,2014-01-04 13:37:00,"MET.K3",23,23
1122788.67851875,-2046986.50771972,2014-01-04 14:37:00,"MET.K3",21,21
1122846.03505151,-2047181.17792134,2014-01-05 06:49:00,"MET.K3",22,22
1123182.90904333,-2046943.74612712,2014-01-05 08:49:00,"MET.K3",21,21
1124612.83814167,-2046452.80446317,2014-01-16 19:31:00,"MET.K3",27,27
1124723.29814352,-2046484.22347769,2014-01-16 20:30:00,"MET.K3",31,31
1124780.95539594,-2046452.73780065,2014-01-16 21:31:00,"MET.K3",31,31
1124738.84462801,-2046495.85514326,2014-01-16 22:31:00,"MET.K3",32,32
1124928.85294612,-2046529.87603482,2014-01-16 23:31:00,"MET.K3",35,35
1125087.56381673,-2046438.66201642,2014-01-17 00:31:00,"MET.K3",36,36
1125225.44918294,-2046443.17219745,2014-01-17 01:30:00,"MET.K3",39,39
1125256.53180841,-2046412.67261139,2014-01-17 02:30:00,"MET.K3",39,39
1125257.9353542,-2046423.84210284,2014-01-17 03:30:00,"MET.K3",41,41
1125279.75443056,-2046406.01624844,2014-01-17 06:31:00,"MET.K3",40,40
1125328.79907154,-2046583.74396772,2014-01-17 07:31:00,"MET.K3",45,45
1125035.9753339,-2046933.82654848,2014-01-17 08:31:00,"MET.K3",40,40
1124947.85423537,-2047031.05588313,2014-01-17 09:31:00,"MET.K3",34,34
1124856.75455436,-2047165.26592159,2014-01-17 10:30:00,"MET.K3",31,31
1124828.53287517,-2047162.4886228,2014-01-17 11:31:00,"MET.K3",32,32
1124829.64512408,-2047236.68208273,2014-01-17 14:00:00,"MET.K3",33,33
1124840.19061177,-2047238.88127831,2014-01-17 14:59:00,"MET.K3",33,33
1124916.64659353,-2047335.93202931,2014-01-17 15:59:00,"MET.K3",35,35
1124975.94917818,-2047308.20892188,2014-01-17 16:59:00,"MET.K3",36,36
1125152.50513019,-2047482.69366198,2014-01-17 17:59:00,"MET.K3",36,36
1124958.86169885,-2047830.45618108,2014-01-17 18:58:00,"MET.K3",31,31
1124742.38486428,-2047956.85562911,2014-01-17 19:59:00,"MET.K3",26,26
1124838.27815806,-2047730.10649278,2014-01-17 20:59:00,"MET.K3",30,30
1124736.29009851,-2047656.32176306,2014-01-17 21:59:00,"MET.K3",29,29
1124881.75009206,-2047483.10374342,2014-01-17 22:58:00,"MET.K3",31,31
1125020.839364,-2047450.57618593,2014-01-18 00:00:00,"MET.K3",35,35
1125209.95979641,-2047349.23678848,2014-01-18 00:59:00,"MET.K3",38,38
1125287.46535322,-2047197.89751753,2014-01-18 02:00:00,"MET.K3",38,38
1125322.34411001,-2047267.6339098,2014-01-18 04:57:00,"MET.K3",39,39
1125843.61516661,-2047182.73701058,2014-01-18 07:28:00,"MET.K3",56,56
1126259.54322407,-2047396.59461384,2014-01-18 08:27:00,"MET.K3",53,53
1126712.12534071,-2047302.05173445,2014-01-18 09:28:00,"MET.K3",41,41
1126727.85258527,-2047308.12961293,2014-01-18 10:27:00,"MET.K3",38,38
1126719.25732035,-2047300.43246615,2014-01-18 11:27:00,"MET.K3",42,42
1128164.25073579,-2048024.61006469,2014-01-18 12:29:00,"MET.K3",25,25
1129015.06269626,-2048197.23125031,2014-01-18 13:27:00,"MET.K3",29,29
1129678.63615687,-2048037.40235083,2014-01-19 07:26:00,"MET.K3",21,21
1127168.07783735,-2047320.72358735,2014-01-19 14:27:00,"MET.K3",22,22
1126638.96797143,-2047212.51545507,2014-01-19 15:27:00,"MET.K3",49,49
1126493.09017863,-2047128.01012735,2014-01-19 16:27:00,"MET.K3",52,52
1126248.13532171,-2046880.81828094,2014-01-19 19:16:00,"MET.K3",52,52
1125942.85272944,-2046800.36560707,2014-01-19 20:15:00,"MET.K3",46,46
1125848.91070317,-2046750.93951505,2014-01-19 21:15:00,"MET.K3",44,44
1125681.20777274,-2046684.2676887,2014-01-20 00:15:00,"MET.K3",48,48
1125866.7347194,-2046530.90370151,2014-01-20 01:14:00,"MET.K3",34,34
1126004.25710304,-2046546.53151596,2014-01-20 02:14:00,"MET.K3",39,39
1125940.31398379,-2046553.70651796,2014-01-20 03:14:00,"MET.K3",40,40
1126005.53099613,-2046507.6402256,2014-01-20 04:17:00,"MET.K3",38,38
1125928.06964526,-2046603.36216556,2014-01-20 05:14:00,"MET.K3",38,38
1125682.40197307,-2046539.69921826,2014-01-20 06:15:00,"MET.K3",40,40
1125626.77087981,-2046671.36179341,2014-01-20 07:14:00,"MET.K3",49,49
1125934.91535233,-2046718.5321061,2014-01-20 08:14:00,"MET.K3",43,43
1126219.33521541,-2046679.64665447,2014-01-20 09:15:00,"MET.K3",50,50
1126697.53821716,-2046613.74834363,2014-01-20 10:15:00,"MET.K3",37,37
1127721.48901349,-2046204.24663332,2014-01-20 11:14:00,"MET.K3",38,38
1127596.82695449,-2046227.96331697,2014-01-20 12:15:00,"MET.K3",39,39
1127598.16953083,-2046240.98467678,2014-01-20 13:15:00,"MET.K3",39,39
1127709.34887865,-2046088.89883889,2014-01-20 14:14:00,"MET.K3",39,39
1125984.08401408,-2046568.11817784,2014-01-20 18:14:00,"MET.K3",41,41
1125840.48765238,-2046683.92150766,2014-01-20 19:14:00,"MET.K3",42,42
1125768.19192695,-2046675.99216721,2014-01-20 20:14:00,"MET.K3",45,45
1125655.97450336,-2046698.27382285,2014-01-20 21:14:00,"MET.K3",49,49
1125870.12372077,-2046751.63427352,2014-01-20 22:14:00,"MET.K3",43,43
1126020.43509895,-2046700.93924905,2014-01-20 23:14:00,"MET.K3",46,46
1125957.3417068,-2046682.18690681,2014-01-21 00:14:00,"MET.K3",41,41
1125863.26841389,-2046582.7011236,2014-01-21 01:14:00,"MET.K3",37,37
1125780.65077523,-2046457.63523299,2014-01-21 02:14:00,"MET.K3",34,34
1125798.44056649,-2046400.74501299,2014-01-21 03:14:00,"MET.K3",32,32
1125849.10894955,-2046474.70805349,2014-01-21 05:14:00,"MET.K3",33,33
1125877.25571358,-2046750.01465421,2014-01-21 06:14:00,"MET.K3",43,43
1125804.13654882,-2046929.30646852,2014-01-21 07:14:00,"MET.K3",56,56
1126282.58720244,-2046963.52255419,2014-01-21 08:14:00,"MET.K3",56,56
1126708.7298854,-2046920.02142387,2014-01-21 09:15:00,"MET.K3",39,39
1127788.23372033,-2046111.88412587,2014-01-21 10:14:00,"MET.K3",39,39
1127497.26633963,-2046080.08275544,2014-01-21 11:15:00,"MET.K3",37,37
1127500.55855654,-2046087.60607935,2014-01-21 12:15:00,"MET.K3",37,37
1127748.36731429,-2046140.23830023,2014-01-21 13:15:00,"MET.K3",38,38
1127330.10465179,-2045996.72864164,2014-01-21 14:15:00,"MET.K3",30,30
1125463.90622423,-2046402.77244092,2014-01-21 18:15:00,"MET.K3",42,42
1125216.30782287,-2046452.14242502,2014-01-21 19:14:00,"MET.K3",39,39
1125075.82952978,-2046581.02999262,2014-01-21 20:14:00,"MET.K3",34,34
1125109.86272251,-2046676.69335637,2014-01-21 21:14:00,"MET.K3",39,39
1125237.71681992,-2046825.48255562,2014-01-21 22:14:00,"MET.K3",43,43
1125507.44213021,-2046802.79342286,2014-01-21 23:14:00,"MET.K3",56,56
1125602.96063874,-2046804.06606212,2014-01-22 00:14:00,"MET.K3",54,54
1125608.19340668,-2046752.32776362,2014-01-22 01:14:00,"MET.K3",51,51
1126076.63905834,-2046713.90425444,2014-01-22 06:50:00,"MET.K3",50,50
1126328.2227166,-2046812.99295523,2014-01-22 07:48:00,"MET.K3",52,52
1126546.9263672,-2046727.46446702,2014-01-22 08:49:00,"MET.K3",46,46
1126718.33907529,-2046734.93855665,2014-01-22 09:50:00,"MET.K3",36,36
1127593.87589819,-2045940.4953105,2014-01-22 11:48:00,"MET.K3",37,37
1127544.25453882,-2045942.57515991,2014-01-22 13:41:00,"MET.K3",36,36
1127503.54677808,-2046104.39016539,2014-01-22 14:40:00,"MET.K3",37,37
1127777.28799119,-2046499.01214288,2014-01-22 15:41:00,"MET.K3",40,40
1125917.60713367,-2054200.55254822,2014-01-23 01:42:00,"MET.K3",21,21
1131407.1256307,-2045213.16198667,2014-01-24 03:45:00,"MET.K3",23,23
1131074.49345339,-2045155.83044908,2014-01-24 04:43:00,"MET.K3",22,22
1130959.50194553,-2045261.42859896,2014-01-24 05:45:00,"MET.K3",21,21
1128858.1133054,-2047159.35805026,2014-01-24 07:44:00,"MET.K3",26,26
1128553.50297952,-2047058.48628031,2014-01-24 08:44:00,"MET.K3",25,25
1128541.92008151,-2047034.00241349,2014-01-24 09:45:00,"MET.K3",25,25
1128572.15483968,-2046975.66825134,2014-01-24 10:44:00,"MET.K3",25,25
1128541.00304958,-2046900.48172659,2014-01-24 11:44:00,"MET.K3",21,21
1128540.27049891,-2046868.93941047,2014-01-24 12:45:00,"MET.K3",21,21
1128348.78381286,-2046449.19319739,2014-01-24 13:44:00,"MET.K3",25,25
1128358.71200412,-2046254.84671063,2014-01-24 15:44:00,"MET.K3",25,25
1127986.11613966,-2046175.85749726,2014-01-24 16:44:00,"MET.K3",40,40
1126910.98469055,-2046364.89953767,2014-01-24 17:44:00,"MET.K3",21,21
1126373.4706986,-2046944.25408091,2014-01-24 18:44:00,"MET.K3",56,56
1126155.18842731,-2046963.05475879,2014-01-24 19:43:00,"MET.K3",59,59
1126108.41487539,-2046824.32953889,2014-01-24 20:44:00,"MET.K3",57,57
1126089.08289637,-2046766.22309709,2014-01-24 21:43:00,"MET.K3",52,52
1125939.6558019,-2046627.84338377,2014-01-25 00:45:00,"MET.K3",40,40
1126085.91073776,-2046754.99542721,2014-01-25 01:44:00,"MET.K3",51,51
1126302.11650009,-2046691.63005099,2014-01-25 02:44:00,"MET.K3",50,50
1126344.31507004,-2046375.98525251,2014-01-25 03:43:00,"MET.K3",33,33
1126530.59438,-2046307.93144447,2014-01-25 04:43:00,"MET.K3",29,29
1126563.7722144,-2046429.52671352,2014-01-25 05:44:00,"MET.K3",34,34
1126539.67999275,-2046786.55357732,2014-01-25 06:44:00,"MET.K3",51,51
1126662.42576143,-2046605.1806749,2014-01-25 07:44:00,"MET.K3",41,41
1126456.96122756,-2046340.74372384,2014-01-25 08:44:00,"MET.K3",34,34
1126363.76859462,-2046430.38735185,2014-01-25 09:43:00,"MET.K3",42,42
1126265.88407444,-2046123.1305146,2014-01-25 10:43:00,"MET.K3",28,28
1128904.11140606,-2045384.69698003,2014-01-26 12:46:00,"MET.K3",23,23
1129752.97657114,-2045727.82339746,2014-01-26 14:45:00,"MET.K3",22,22
1133297.15596637,-2045757.7392145,2014-01-26 16:45:00,"MET.K3",25,25
1133799.93415494,-2045861.54538386,2014-01-26 17:44:00,"MET.K3",21,21
1130358.68443208,-2046305.86436937,2014-01-27 08:45:00,"MET.K3",22,22
1130083.17396107,-2046717.65709122,2014-01-27 09:45:00,"MET.K3",21,21
1129994.09709908,-2046950.18903879,2014-01-27 10:45:00,"MET.K3",23,23
1129951.04286473,-2047236.15166875,2014-01-27 11:44:00,"MET.K3",21,21
1129641.85412147,-2047327.93369116,2014-01-27 14:44:00,"MET.K3",22,22
1129639.79229029,-2047068.29621454,2014-01-27 15:45:00,"MET.K3",29,29
1129168.82465357,-2046644.88959446,2014-01-27 16:44:00,"MET.K3",23,23
1128575.19010246,-2046452.9301214,2014-01-27 17:45:00,"MET.K3",25,25
1127750.02165283,-2046251.53308862,2014-01-27 18:44:00,"MET.K3",38,38
1126440.24035271,-2047120.71530001,2014-01-27 19:45:00,"MET.K3",54,54
1126203.12982939,-2047174.12310484,2014-01-27 20:44:00,"MET.K3",55,55
1126090.24616363,-2047216.77280737,2014-01-27 21:44:00,"MET.K3",56,56
1126010.69905212,-2047214.16609565,2014-01-27 22:44:00,"MET.K3",55,55
1125918.79349845,-2047318.68443591,2014-01-28 00:44:00,"MET.K3",46,46
1125809.87253117,-2047348.48711178,2014-01-28 01:45:00,"MET.K3",42,42
1125761.06920085,-2047487.78771921,2014-01-28 02:45:00,"MET.K3",36,36
1125758.71162323,-2047613.77970888,2014-01-28 03:45:00,"MET.K3",34,34
1125792.06232517,-2047676.05267788,2014-01-28 05:45:00,"MET.K3",35,35
1125816.54559412,-2047954.94748094,2014-01-28 06:44:00,"MET.K3",32,32
1125309.37046149,-2047663.95144999,2014-01-28 07:44:00,"MET.K3",35,35
1125185.92863614,-2047596.8765436,2014-01-28 08:44:00,"MET.K3",33,33
1125182.85821707,-2047149.97977967,2014-01-28 11:14:00,"MET.K3",38,38
1125156.57446248,-2047087.94008789,2014-01-28 12:13:00,"MET.K3",41,41
1125305.71893038,-2047018.66311758,2014-01-28 13:13:00,"MET.K3",47,47
1125368.86141816,-2046981.79708413,2014-01-28 14:14:00,"MET.K3",47,47
1125253.03028179,-2047222.7251756,2014-01-28 15:13:00,"MET.K3",39,39
1125036.12199385,-2047686.52402085,2014-01-28 16:13:00,"MET.K3",33,33
1124711.72525554,-2047649.95655118,2014-01-28 17:14:00,"MET.K3",29,29
1124948.35575271,-2048367.75000991,2014-01-28 18:14:00,"MET.K3",22,22
1125282.65088071,-2047885.5487608,2014-01-28 22:13:00,"MET.K3",35,35
1125250.99598427,-2047771.42209698,2014-01-28 23:12:00,"MET.K3",37,37
1125252.14788005,-2047736.23582643,2014-01-29 00:14:00,"MET.K3",39,39
1125253.54230824,-2047693.64028235,2014-01-29 04:13:00,"MET.K3",38,38
1125259.46132975,-2047729.05914438,2014-01-29 05:15:00,"MET.K3",38,38
1125044.08195914,-2047551.44866964,2014-01-29 07:13:00,"MET.K3",34,34
1124753.51352839,-2047237.89971452,2014-01-29 08:13:00,"MET.K3",35,35
1124441.38536006,-2047042.30516098,2014-01-29 09:13:00,"MET.K3",27,27
1124336.04692733,-2046745.94554684,2014-01-29 10:13:00,"MET.K3",30,30
1124425.81182601,-2046652.47632679,2014-01-29 11:13:00,"MET.K3",26,26
1124435.55777088,-2046624.98622369,2014-01-29 12:13:00,"MET.K3",27,27
1123844.32516301,-2046522.2518807,2014-01-29 13:13:00,"MET.K3",22,22
1123150.02042983,-2047029.80471697,2014-01-30 18:39:00,"MET.K3",22,22
1123834.70108814,-2046546.03748338,2014-01-30 20:41:00,"MET.K3",22,22
1123865.25041487,-2046585.96631782,2014-01-30 21:40:00,"MET.K3",24,24
1123846.53031393,-2046563.10858961,2014-01-31 00:18:00,"MET.K3",23,23
1124045.19822996,-2046386.05965748,2014-01-31 02:42:00,"MET.K3",21,21
1123575.96386419,-2046394.84526394,2014-01-31 10:40:00,"MET.K3",23,23
1123834.82197878,-2046542.33403127,2014-01-31 11:40:00,"MET.K3",22,22
1123879.01417804,-2046543.77663349,2014-01-31 12:39:00,"MET.K3",24,24
1123824.81457351,-2046957.27718946,2014-01-31 13:39:00,"MET.K3",24,24
1124013.17756027,-2047258.19681769,2014-01-31 14:39:00,"MET.K3",22,22
1124359.38401536,-2047223.16168104,2014-01-31 15:40:00,"MET.K3",25,25
1124490.38402692,-2047004.97459671,2014-01-31 16:39:00,"MET.K3",29,29
1124513.19536539,-2047065.04485592,2014-01-31 17:40:00,"MET.K3",27,27
1124717.43365403,-2047258.96682552,2014-01-31 18:39:00,"MET.K3",34,34
1124977.7898245,-2047684.61520649,2014-01-31 19:39:00,"MET.K3",33,33
1124992.98055549,-2047436.6868329,2014-01-31 20:39:00,"MET.K3",37,37
1125064.13030497,-2047209.12771261,2014-01-31 21:39:00,"MET.K3",37,37
1124990.60953562,-2046860.03964372,2014-01-31 22:39:00,"MET.K3",41,41
1124966.81941817,-2046775.83507694,2014-01-31 23:40:00,"MET.K3",34,34
1124864.41223628,-2046768.77749577,2014-02-01 00:39:00,"MET.K3",42,42
1124838.00656263,-2046710.4433671,2014-02-01 01:39:00,"MET.K3",39,39
1119979.48112393,-2053440.81981811,2014-11-01 07:15:00,"MET.K3",23,23
1120650.38267776,-2053262.46513191,2014-11-01 08:16:00,"MET.K3",33,33
1117744.34275916,-2053203.19676701,2014-11-01 16:16:00,"MET.K3",27,27
